touch_id,first_msg,group_name,category,subcategory
10424255366652,在不,回收宝验货宝技能组,其他,未分类
10424255364876,我那个已经寄出去了,邮寄帮卖及鱼市-回收宝,订单与物流类,订单与物流类-其他
10424255369372,你好,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424255372096,顾客联系你们了,回收宝验货宝技能组,其他,未分类
10424255381079,卖家虚假发货,回收宝验货宝技能组,订单与物流类,物流追踪
10424255393644,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424255403517,什么时候验机,回收宝验货宝技能组,其他,未分类
10424255399072,这个订单是nova 6 4g对吧,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424255406270,帮忙加急一下,邮寄回收-回收宝,其他,未分类
10424255412588,订单号:2429434310082682977,回收宝验货宝技能组,订单与物流类,订单查询
10424255426971,订单号:2426813906947682879,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424255426093,订单号:2392723920621365951,回收宝验货宝技能组,订单与物流类,订单查询
10424255437725,订单号:2430690135130682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424255429670,不符合描述可以退吗？,一口价帮卖-回收宝,其他,未分类
10424255430565,订单号:2431639742180682879,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424255430575,订单号:2409735326782783854,回收宝验货宝技能组,订单与物流类,订单查询
10424255440433,我这个预约的是上门检查吧,上门&到店回收-回收宝,其他,未分类
10424255451201,你好,上门&到店回收-回收宝,问候语,问候语
10424255455756,订单号:2430343776668682879,邮寄回收-回收宝,订单与物流类,订单查询
10424255464704,你好,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424255462963,1,邮寄帮卖及鱼市-回收宝,其他,未分类
10424255464736,你好，我想问下验机的进度,回收宝验货宝技能组,其他,未分类
10424255461178,<img src='https://img.alicdn.com/imgextra/i2/2654333423/O1CN01t0grN91b9mlAaaGLM_!!2654333423-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424255472853,请求不用验机 直接报告说 应买家要求不验机不质保就行了,回收宝验货宝技能组,其他,未分类
10424255478229,为什么差价这么低？,上门&到店回收-回收宝,其他,未分类
10424255486308,订单号:2429907780986682879,邮寄回收-回收宝,订单与物流类,订单查询
10424255481846,验货费不是买家承担吗？为什么要从我这里扣,回收宝验货宝技能组,其他,未分类
10424255489034,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424255506126,订单号:4192587362756472629,回收宝验货宝技能组,订单与物流类,订单查询
10424255517823,邮费我付了19,邮寄回收-回收宝,其他,未分类
10424255511560,请问下金额什么时候打款 昨天你们有打电话给我 目前还未收到款项,邮寄帮卖及鱼市-回收宝,其他,未分类
10424255531360,13909372268,上门&到店回收-回收宝,其他,未分类
10424255537652,上一个,上门&到店回收-回收宝,其他,未分类
10424255540338,我这个机器是全新的吧,回收宝验货宝技能组,其他,未分类
10424255536761,～,回收宝验货宝技能组,其他,未分类
10424255538587,你看看聊天记录吧,回收宝验货宝技能组,其他,未分类
10424255549316,好,回收宝验货宝技能组,其他,未分类
10424255553877,可以当面打款吗,邮寄回收-回收宝,其他,未分类
10424255555697,人工,上门&到店回收-回收宝,服务咨询类,人工服务
10424255575412,怎么样，回收商怎么说，不行的话我就退回了,邮寄回收-回收宝,其他,未分类
10424255574536,顺丰说，他的快递单号扫描不上，问一下能不能换个单号？,邮寄回收-回收宝,订单与物流类,物流追踪
10424255576375,能早点来吗 五点就下班了,上门&到店回收-回收宝,其他,未分类
10424255593404,<img src='https://img.alicdn.com/imgextra/i2/764755747/O1CN01xY1xdW1sKBDRm3Yj6_!!764755747-0-alxm.jpg'>,上门&到店回收-回收宝,其他,未分类
10424255580900,怎么取消定单,邮寄回收-回收宝,其他,未分类
10424255591651,您好，验货宝怎么还不收货 不开始验货,回收宝验货宝技能组,订单与物流类,物流追踪
10424255595269,订单号:2409735326782783854,回收宝验货宝技能组,订单与物流类,订单查询
10424255605119,可以吗,邮寄回收-回收宝,其他,未分类
10424255610501,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424255615075,在吗,邮寄回收-回收宝,产品咨询类,产品价格
10424255618699,<img src='https://img.alicdn.com/imgextra/i1/2214487476247/O1CN01MuYOu01w1BFVDyPwv_!!2214487476247-0-alxm.jpg'>,一口价帮卖-回收宝,其他,未分类
10424255636619,怎么验货这么慢,回收宝验货宝技能组,其他,未分类
10424255637521,为什么拍不了,一口价帮卖-回收宝,其他,未分类
10424255675328,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424255642042,你好,回收宝验货宝技能组,服务咨询类,运营时间
10424255650161,已经发货了怎么还显示退款中的,回收宝验货宝技能组,订单与物流类,物流追踪
10424255660949,订单号:4188493081331363824,回收宝验货宝技能组,订单与物流类,订单查询
10424255663645,2427413088612254654,回收宝验货宝技能组,其他,未分类
10424255693362,可以帮我先验机吗,回收宝验货宝技能组,其他,未分类
10424255669947,你好，这笔订单周六给我说补偿120，到现在没到账是什么情况,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424255678924,到现在都没有人联系我,邮寄回收-回收宝,其他,未分类
10424255687094,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424255691570,上面说我手机边角有磕碰，磨损,回收宝验货宝技能组,其他,未分类
10424255700529,请问下金额什么时候打款 昨天你们有打电话给我 目前还未收到款项,邮寄帮卖及鱼市-回收宝,其他,未分类
10424255704191,寄回来的快递我怎么查不到信心,回收宝验货宝技能组,订单与物流类,物流追踪
10424255708674,13940435751,上门&到店回收-回收宝,其他,未分类
10424255719430,订单号:4190727243709519315,回收宝验货宝技能组,订单与物流类,订单查询
10424255723040,上门回收,邮寄回收-回收宝,其他,未分类
10424255717697,我这买家，不确认验货信息,回收宝验货宝技能组,其他,未分类
10424255729327,<img src='https://img.alicdn.com/imgextra/i3/2654333423/O1CN01pTzdil1b9ml9v8Hd2_!!2654333423-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424255732076,注意帮我验下。插口是否能插外设备正常。手机需要用来直播插声卡的。,回收宝验货宝技能组,其他,未分类
10424255738378,啥时候打电话呀？,上门&到店回收-回收宝,其他,未分类
10424255741995,订单号:4188493081331363824,回收宝验货宝技能组,订单与物流类,订单查询
10424255751826,订单号:4189520161850785300,回收宝验货宝技能组,订单与物流类,订单查询
10424255757206,订单号:2431694498107951289,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424255750082,验货宝的条码可以撕掉吗,回收宝验货宝技能组,其他,未分类
10424255752762,我想问一下，你们回收宝这边除了手机之外，能回收其他产品吗？比如说便携的蓝牙音箱之类的。就是那种千元级别的。,邮寄回收-回收宝,产品咨询类,产品咨询类-其他
10424255755493,这个订单已经取消了  咋用这个订单发货了,回收宝验货宝技能组,订单与物流类,物流追踪
10424255759080,这个太低了。我回收了一个note 7都130呢,邮寄回收-回收宝,其他,未分类
10424255779723,<img src='https://img.alicdn.com/imgextra/i3/3214551264/O1CN01idF0tI1LCxeZvXtEK_!!3214551264-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424255781549,1340047262,邮寄帮卖及鱼市-回收宝,其他,未分类
10424255793211,刚刚你们给我打电话来了吗？我看到有个未接电话,邮寄回收-回收宝,其他,未分类
10424255822968,<img src='https://img.alicdn.com/imgextra/i3/2488114663/O1CN0192UCkD1kJhse1aKc2_!!2488114663-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424255799593,皮肤,回收宝验货宝技能组,其他,未分类
10424255802276,嗯，希望处理好,回收宝验货宝技能组,其他,未分类
10424255812165,你们的报告没有显示电池健康度,回收宝验货宝技能组,其他,未分类
10424255811279,寄回来了吗,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424255824740,订单号:2427511695100682879,邮寄回收-回收宝,订单与物流类,订单查询
10424255826549,人工服务,回收宝验货宝技能组,服务咨询类,人工服务
10424255831937,15602718408,回收宝验货宝技能组,其他,未分类
10424255825693,怎么还没退回来,邮寄回收-回收宝,其他,未分类
10424255834645,订单号:4188493081331363824,回收宝验货宝技能组,订单与物流类,订单查询
10424255837345,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424255831089,我没有申请订单退货，为什么退回了,上门&到店回收-回收宝,订单与物流类,订单与物流类-其他
10424255837386,订单号:2431679773004682879,邮寄回收-回收宝,订单与物流类,订单查询
10424255843626,什么时候退回给我,邮寄回收-回收宝,其他,未分类
10424255839183,我手机里有张卡忘取出来了,回收宝验货宝技能组,其他,未分类
10424255846361,你们地址是哪里,邮寄回收-回收宝,其他,未分类
10424255920195,请问我昨天的问题,回收宝验货宝技能组,其他,未分类
10424255867982,卖家不退货,回收宝验货宝技能组,售后服务类,退货处理
10424255876014,怎么？会有贴膜不可见划痕呢,回收宝验货宝技能组,其他,未分类
10424255878719,2428771586927682879 ,邮寄帮卖及鱼市-回收宝,其他,未分类
10424255884196,你好,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424255901213,<img src='https://img.alicdn.com/imgextra/i4/2212723091808/O1CN013S6YsV1PE773VPJR2_!!2212723091808-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424255900355,退回运费谁承担,邮寄回收-回收宝,其他,未分类
10424255906686,订单号:4186625690132358127,回收宝验货宝技能组,订单与物流类,订单查询
10424255912062,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424255915623,这个手机你们收的话多少钱,回收宝验货宝技能组,产品咨询类,产品价格
10424255920171,<img src='https://img.alicdn.com/imgextra/i1/2207324243141/O1CN01SiuPHC1Z4d4MAfr05_!!2207324243141-0-alxm.jpg'>,邮寄帮卖及鱼市-回收宝,其他,未分类
10424255929150,划痕哪里啊，怎么看不出,回收宝验货宝技能组,其他,未分类
10424255927355,<img src='https://img.alicdn.com/imgextra/i1/2216110559797/O1CN015kVpel2MF5Hd16eiJ_!!2216110559797-0-alxm.jpg'>,上门&到店回收-回收宝,其他,未分类
10424255935421,订单号:2424111349965682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424255934520,什么时候退货,上门&到店回收-回收宝,售后服务类,退货处理
10424255934533,收货地址,邮寄回收-回收宝,订单与物流类,物流追踪
10424255934549,问下买的手机有没有压过屏幕能检测出来吗,回收宝验货宝技能组,其他,未分类
10424255930971,我的手机今天可以检验完吗？,回收宝验货宝技能组,其他,未分类
10424255936344,我前几天回收的平板邮过去了,邮寄回收-回收宝,其他,未分类
10424255935490,请问验货宝费用申诉等待评判期间，影响货物退回吗,回收宝验货宝技能组,其他,未分类
10424255939997,联系不上买家,回收宝验货宝技能组,其他,未分类
10424255993065,我的货啥时候退回来！？多少天了！？,回收宝验货宝技能组,其他,未分类
10424255952562,验货费申诉,回收宝验货宝技能组,其他,未分类
10424255957070,订单号:4190487733908255703,回收宝验货宝技能组,订单与物流类,订单查询
10424255975913,我的手机到时候如果出售会帮我恢复出厂设置吗,邮寄回收-回收宝,其他,未分类
10424255975014,订单号:2431106762043682879,邮寄回收-回收宝,订单与物流类,订单查询
10424255972398,您好,回收宝验货宝技能组,售后服务类,退款处理
10424255976880,手机回收全美需要激活两个月，带包装跟充电器吗？,上门&到店回收-回收宝,其他,未分类
10424255984912,手机配件有充电器吗,一口价帮卖-回收宝,其他,未分类
10424255988516,你好，我的问题能不能加急一下？,回收宝验货宝技能组,其他,未分类
10424255994845,15077342423,回收宝验货宝技能组,其他,未分类
10424255990387,你好 ,回收宝验货宝技能组,订单与物流类,物流追踪
10424256004791,反馈的结果那,回收宝验货宝技能组,其他,未分类
10424256017385,检测要发的订单号顺丰没包进去影响吗,回收宝验货宝技能组,订单与物流类,订单查询
10424256029071,必须发到邮箱吗？,回收宝验货宝技能组,其他,未分类
10424256041612,4190787183787095843,回收宝验货宝技能组,其他,未分类
10424256043416,你好,上门&到店回收-回收宝,账户管理类,账户管理类-其他
10424256037188,能给我更改下 现在上门取件吗,邮寄回收-回收宝,其他,未分类
10424256049714,手机如果不能回收 运费谁花,上门&到店回收-回收宝,其他,未分类
10424256052424,订单号:4191171732410789306,回收宝验货宝技能组,订单与物流类,订单查询
10424256096512,你好,上门&到店回收-回收宝,问候语,问候语
10424256093858,订单号:4188493081331363824,回收宝验货宝技能组,订单与物流类,订单查询
10424256101935,"收货人:成先生
手机号码:13512543042
地址信息: 江苏省 南京市 栖霞区 燕子矶街道 幕府东路晓庄村42号院后面民房",回收宝验货宝技能组,订单与物流类,物流追踪
10424256113615,让快递员派送一下 现在 在家,邮寄回收-回收宝,订单与物流类,物流追踪
10424256110061,你报告有没有搞错，划痕在哪,回收宝验货宝技能组,其他,未分类
10424256129827,15552158158,邮寄回收-回收宝,其他,未分类
10424256129883,会对有无拆修进行检验吗,回收宝验货宝技能组,其他,未分类
10424256138821,这个卖家账号被封了，我的货没拿到，要立即退款,回收宝验货宝技能组,售后服务类,退款处理
10424256137060,订单号:2431235605497771766,回收宝验货宝技能组,订单与物流类,订单查询
10424256152337,我摄像头掉漆啊？,回收宝验货宝技能组,其他,未分类
10424256147897,2430371967267682879,邮寄回收-回收宝,其他,未分类
10424256172160,最开始估价是四千多，现在给两千多是因为什么,邮寄回收-回收宝,其他,未分类
10424256177546,手机屏幕卡顿检测不出来吗？,回收宝验货宝技能组,其他,未分类
10424256176668,<img src='https://img.alicdn.com/imgextra/i3/2215958660947/O1CN01Sd2Awz1Irm6J0afQ6_!!2215958660947-0-alxm.jpg'>,上门&到店回收-回收宝,其他,未分类
10424256184722,订单号:4188493081331363824,回收宝验货宝技能组,订单与物流类,订单查询
10424256181140,订单号:2430531445097682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424256200901,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424256204576,<img src='https://img.alicdn.com/imgextra/i4/1919693485/O1CN01OfoYM01bcBJdXcl9u_!!1919693485-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424256213532,我想把那个回收的手机拿回来,邮寄回收-回收宝,其他,未分类
10424256224301,是的,邮寄回收-回收宝,其他,未分类
10424256218058,<img src='https://img.alicdn.com/imgextra/i1/708454298/O1CN01XzBt851hcXJjuxIlJ_!!708454298-0-alxm.jpg'>,邮寄回收-回收宝,其他,未分类
10424256236908,收到的钱和约定金额不符,邮寄回收-回收宝,其他,未分类
10424256238703,谢谢，你还算是解决问题的。给你好评,回收宝验货宝技能组,其他,未分类
10424256234233,订单号:4186466751186299444,回收宝验货宝技能组,订单与物流类,订单查询
10424256233336,13430303424,上门&到店回收-回收宝,其他,未分类
10424256235163,請問大約多久能寄回手機？,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424256241426,订单，快递员给我你错了,上门&到店回收-回收宝,订单与物流类,物流追踪
10424256248604,照片重拍了吗,回收宝验货宝技能组,其他,未分类
10424256248612,我笔记本电脑怎么寄过来回收价格24,上门&到店回收-回收宝,订单与物流类,订单与物流类-其他
10424256248626,回收手机，邮费问题,邮寄回收-回收宝,其他,未分类
10424256245996,15176791663,邮寄回收-回收宝,其他,未分类
10424256254959,订单号:2429778504462453974,回收宝验货宝技能组,订单与物流类,订单查询
10424256255879,订单号:4189292535235750447,回收宝验货宝技能组,订单与物流类,订单查询
10424256280106,退回我能看到单号吗,邮寄回收-回收宝,其他,未分类
10424256277458,订单号:2430687975911682879,邮寄回收-回收宝,订单与物流类,订单查询
10424256279250,你把我的手机丢了。,邮寄回收-回收宝,其他,未分类
10424256290976,我的检测报告里写的后摄轻微有灰，我想多看几张有灰照片,回收宝验货宝技能组,其他,未分类
10424256316133,<img src='https://img.alicdn.com/imgextra/i4/2206515258544/O1CN015ZVOHk2CzD0rZe343_!!2206515258544-0-alxm.jpg'>,邮寄帮卖及鱼市-回收宝,其他,未分类
10424256323306,怎么还不出报告,回收宝验货宝技能组,其他,未分类
10424256339539,订单号:2431568210163682879,邮寄回收-回收宝,订单与物流类,订单查询
10424256346708,我的验好了没？,回收宝验货宝技能组,其他,未分类
10424256336891,你好,邮寄回收-回收宝,账户管理类,登录问题
10424256358467,我这个金额折了这么多，都不给我解释一下什么原因,邮寄回收-回收宝,其他,未分类
10424256361142,让师傅写一下以他的经验判断，后摄进灰是不是拆过后盖造成的,回收宝验货宝技能组,其他,未分类
10424256366577,2430906240320773391,回收宝验货宝技能组,其他,未分类
10424256363884,订单号:2342067348954682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424256371065,订单号:4192196544730744225,回收宝验货宝技能组,订单与物流类,订单查询
10424256383628,订单号:2431261886520740679,回收宝验货宝技能组,订单与物流类,订单查询
10424256383697,才1021块？,邮寄回收-回收宝,其他,未分类
10424256397139,取快递的人呢,邮寄回收-回收宝,订单与物流类,物流追踪
10424256400727,<img src='https://img.alicdn.com/imgextra/i3/64927755/O1CN01VeDcgW279qVyB1cu9_!!64927755-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424256395382,你看一下之前联系你们人工可信息,邮寄帮卖及鱼市-回收宝,服务咨询类,人工服务
10424256406146,开什么玩笑,回收宝验货宝技能组,其他,未分类
10424256410692,有明显划痕那个我认，后两项应该是运输途中整出来的,上门&到店回收-回收宝,其他,未分类
10424256421408,16696608699,上门&到店回收-回收宝,其他,未分类
10424256416050,你好 刚才我这边客服打电话说密码不对,上门&到店回收-回收宝,账户管理类,登录问题
10424256424104,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424256423235,你好,上门&到店回收-回收宝,问候语,问候语
10424256426881,13767400070,回收宝验货宝技能组,其他,未分类
10424256434931,你好，商家说鉴定的膜,回收宝验货宝技能组,其他,未分类
10424256435814,好了没,回收宝验货宝技能组,其他,未分类
10424256425995,卖家又说不走验机宝了，明明标注原装的，又和我讲，换过屏,回收宝验货宝技能组,其他,未分类
10424256440307,手写笔，这项没有检测吗？,回收宝验货宝技能组,其他,未分类
10424256437680,15648498623,上门&到店回收-回收宝,其他,未分类
10424256447530,<img src='https://img.alicdn.com/imgextra/i2/201146194/O1CN01ehaqKr1vcuG345Eap_!!201146194-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424256443945,你好,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424256441280,订单号:2430567013394682879,邮寄回收-回收宝,订单与物流类,订单查询
10424256451142,订单号:2429583207110682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424256448465,什么时候退回,上门&到店回收-回收宝,其他,未分类
10424256457472,邮箱：157805574@qq.com,回收宝验货宝技能组,其他,未分类
10424256465527,订单号:4191724837352015822,回收宝验货宝技能组,订单与物流类,订单查询
10424256463773,4188265993528738401,回收宝验货宝技能组,其他,未分类
10424256471801,我订单什么意思,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424256470017,快递要求你们给照片,回收宝验货宝技能组,订单与物流类,物流追踪
10424256515026,你好,回收宝验货宝技能组,问候语,问候语
10424256477212,我不回收红米note11Pro了,邮寄回收-回收宝,其他,未分类
10424256481753,订单号:2430520609703872486,回收宝验货宝技能组,订单与物流类,订单查询
10424256486225,我要投诉,回收宝验货宝技能组,其他,未分类
10424256484436,订单号:2430790032792767468,回收宝验货宝技能组,订单与物流类,订单查询
10424256482695,我对你们的服务表示非常不满意，我消费之前明确告诉我是80项检测，为什么最后只有69项，最后11项最重要的全部无法检测,回收宝验货宝技能组,售后服务类,投诉建议
10424256503324,怎么没人上门,上门&到店回收-回收宝,其他,未分类
10424256509678,这电池健康度多少,一口价帮卖-回收宝,其他,未分类
10424256523107,你好，怎么投诉？,回收宝验货宝技能组,问候语,问候语
10424256562756,订单号:4144862340191314404,回收宝验货宝技能组,订单与物流类,订单查询
10424256526730,验货报告有疑问,回收宝验货宝技能组,其他,未分类
10424256531212,他说那边退出id了你们看看,回收宝验货宝技能组,其他,未分类
10424256524079,怕不是恶意压价吧,上门&到店回收-回收宝,其他,未分类
10424256536629,屏幕和拍照的检测结果有异议,邮寄回收-回收宝,其他,未分类
10424256538424,关于腿id,回收宝验货宝技能组,其他,未分类
10424256541140,对,回收宝验货宝技能组,其他,未分类
10424256543895,订单号:2431726176817310752,回收宝验货宝技能组,订单与物流类,订单查询
10424256556436,我不是反馈说发短信吗怎么一直打电话啊,邮寄回收-回收宝,其他,未分类
10424256551970,给我这个降一百块钱,回收宝验货宝技能组,其他,未分类
10424256560909,15055182034那一单上门取件的师傅什么时候能到,上门&到店回收-回收宝,其他,未分类
10424256569032,请速退回,邮寄回收-回收宝,其他,未分类
10424256578005,先不用了,上门&到店回收-回收宝,其他,未分类
10424256581617,回收质检价格不满意,上门&到店回收-回收宝,产品咨询类,产品价格
10424256583487,你好,回收宝验货宝技能组,问候语,问候语
10424256591557,订单号:2430891951505682879,邮寄回收-回收宝,订单与物流类,订单查询
10424256586195,我卖的手机填的信息不太对，一切以你们检验的结果为准,邮寄回收-回收宝,其他,未分类
10424256601422,怎么判定拆修过吗,回收宝验货宝技能组,其他,未分类
10424256597881,你们还做吗？,上门&到店回收-回收宝,其他,未分类
10424256605951,你们鉴定什么意思,回收宝验货宝技能组,其他,未分类
10424256606881,2429572226275994551我想问一下，我这个订单的手机气密性报告有吗？,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424256617631,订单号:4191621771174935215,回收宝验货宝技能组,订单与物流类,订单查询
10424256618517,订单号:2431365711545682879,邮寄回收-回收宝,订单与物流类,订单查询
10424256622118,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424256627511,订单号:2430634875490696379,回收宝验货宝技能组,订单与物流类,订单查询
10424256644641,工程师重拍了，发给我,回收宝验货宝技能组,其他,未分类
10424256623070,<img src='https://img.alicdn.com/imgextra/i4/880054671/O1CN01Fmth7W1kNN38DDKE8_!!880054671-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424256636552,你好,邮寄回收-回收宝,问候语,问候语
10424256641906,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424256637455,你好,回收宝验货宝技能组,问候语,问候语
10424256639247,把我的手机红米note11Pro退给我,邮寄回收-回收宝,其他,未分类
10424256640144,我想请问一下我的验货宝已经在验机了吗,回收宝验货宝技能组,其他,未分类
10424256657204,帮我取消订单,回收宝验货宝技能组,订单与物流类,订单取消
10424256656320,订单号:2430063843595749164,回收宝验货宝技能组,订单与物流类,订单查询
10424256660828,你好，重新检测后价格是1193元吗？,一口价帮卖-回收宝,产品咨询类,产品价格
10424256657256,这个检查的时候会不会撕钢化膜的,回收宝验货宝技能组,其他,未分类
10424256668044,完美的屏幕一直贴膜。 你告诉我有划痕,上门&到店回收-回收宝,其他,未分类
10424256671659,<img src='https://img.alicdn.com/imgextra/i3/1102891220/O1CN013TY2da1KsoE73nhdv_!!1102891220-0-alxm.jpg'>,邮寄回收-回收宝,其他,未分类
10424256680623,你好,回收宝验货宝技能组,售后服务类,退款处理
10424256675292,闲鱼客服,回收宝验货宝技能组,服务咨询类,人工服务
10424256676176,卖家告诉我摄像头玻璃边框位置有磨损痕迹，为什么没有验出来呢,回收宝验货宝技能组,其他,未分类
10424256699598,验机错误怎么办,回收宝验货宝技能组,其他,未分类
10424256727409,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424256722993,你好 我这个手机一共就卖1739吗,邮寄回收-回收宝,其他,未分类
10424256733765,这个有高刷吧,回收宝验货宝技能组,其他,未分类
10424256827314,我的手机退货什么时候呢到我手上,回收宝验货宝技能组,售后服务类,退货处理
10424256752624,你好，我寄回的手机能正常开机的,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424256756225,是的,回收宝验货宝技能组,其他,未分类
10424256751761,没有系统报告显示？,回收宝验货宝技能组,其他,未分类
10424256761668,问出原因了吗,邮寄回收-回收宝,其他,未分类
10424256762564,2420148398055979062,邮寄帮卖及鱼市-回收宝,其他,未分类
10424256771535,订单号:2430565680707682879,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424256782315,如何联系回收商客服？,邮寄回收-回收宝,服务咨询类,人工服务
10424256782324,你好,上门&到店回收-回收宝,服务咨询类,业务咨询
10424256784117,对,邮寄回收-回收宝,其他,未分类
10424256786838,4189397510694910813,邮寄帮卖及鱼市-回收宝,其他,未分类
10424256790447,质检师联系电话有吗,邮寄回收-回收宝,其他,未分类
10424256788683,你好,邮寄回收-回收宝,产品咨询类,产品价格
10424256811119,这个订单验货中心在哪里,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424256813830,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424256816550,沟通的怎么样了，不行我就申请退回了,邮寄回收-回收宝,其他,未分类
10424256812982,你好 买家的联系电话给我一下 因为发到你们验货中心了 所以现在正常页面上我看不到他地址和联系方式,回收宝验货宝技能组,其他,未分类
10424256814768,订单号:2428679282108347884,回收宝验货宝技能组,订单与物流类,订单查询
10424256823741,一下能少我400多，这不明摆着忽悠人,邮寄回收-回收宝,其他,未分类
10424256828249,你好 闲鱼帮卖 这个号是您们官方号吗？,一口价帮卖-回收宝,其他,未分类
10424256833663,屏幕老化色差很严重明显吗,回收宝验货宝技能组,其他,未分类
10424256839914,一天了还没给我解决是吧,邮寄回收-回收宝,其他,未分类
10424256837242,6M0QQ4EQET,回收宝验货宝技能组,其他,未分类
10424256836382,亲,邮寄回收-回收宝,其他,未分类
10424256845308,刚刚你们打电话说加价,上门&到店回收-回收宝,其他,未分类
10424256840859,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424256842675,你好我平板已寄出价格还能涨点吗,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424256851648,订单号:2431695182036350664,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424256850745,定价偏差大，重新定价,上门&到店回收-回收宝,其他,未分类
10424256857066,订单号:2427758042608682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424256869648,订单号:2430711950206731580,回收宝验货宝技能组,订单与物流类,订单查询
10424256873295,这个是最终价是1900,上门&到店回收-回收宝,其他,未分类
10424256875072,密码：695685,回收宝验货宝技能组,账户管理类,登录问题
10424256890319,15874042095,回收宝验货宝技能组,其他,未分类
10424256884083,订单号:4191589729107254114,回收宝验货宝技能组,订单与物流类,订单查询
10424256901167,是投诉,邮寄回收-回收宝,其他,未分类
10424256896678,给我拍一下我这个订单电池健康程度的照片,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424256896697,我手机寄过去的时候好好的,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424256905653,你好,上门&到店回收-回收宝,问候语,问候语
10424256912821,什么时候可以出具验货报告？,回收宝验货宝技能组,其他,未分类
10424256909257,订单号2428939668005682879,邮寄回收-回收宝,订单与物流类,订单查询
10424256909259,摄像头有斑，是拍的图片会带有斑点吗？,回收宝验货宝技能组,其他,未分类
10424256915515,帮我接买家,邮寄帮卖及鱼市-回收宝,其他,未分类
10424256925412,然后定价差异太大,上门&到店回收-回收宝,其他,未分类
10424256917374,对回收质检价格不认可怎么办？,邮寄回收-回收宝,产品咨询类,产品价格
10424256920979,订单号:2428368204349593286,回收宝验货宝技能组,订单与物流类,订单查询
10424256929073,你好 这个质检完价格谈不拢，怎么取消订单,上门&到店回收-回收宝,订单与物流类,订单取消
10424256934438,我的验货宝订单里面，能不能补充一个系统版本信息,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424256935386,人工,邮寄回收-回收宝,服务咨询类,人工服务
10424256949757,我想问一下，这个验货宝的流程是什么？因为我第一次使用你们这个平台,回收宝验货宝技能组,服务咨询类,业务咨询
10424256951554,订单号:4191174289236224241,回收宝验货宝技能组,订单与物流类,订单查询
10424256960534,把我的红米note11Pro给我,邮寄回收-回收宝,其他,未分类
10424256982130,订单号:4191303423333615747,回收宝验货宝技能组,订单与物流类,订单查询
10424256988410,你好,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424256990217,修改收货地址,回收宝验货宝技能组,订单与物流类,物流追踪
10424256989353,订单号:2428324284904682879,上门&到店回收-回收宝,订单与物流类,订单查询
